"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Thairo Estrada","Yankees","18","78","72","17","3","0","2","8","8","4","18","1","0",".239",".288",".359",".647",".282","999.0","16426"
"Erik Gonzalez","Pirates","105","468","434","104","22","2","9","49","43","24","120","8","3",".240",".283",".364",".647",".280","574.9","13369"
"Tyler Wade","Yankees","23","99","89","20","4","0","2","11","8","8","25","2","1",".222",".293",".338",".630",".278","599.0","15730"
"Nicky Lopez","Royals","133","561","510","125","21","4","4","56","43","41","83","9","3",".244",".303",".323",".626",".278","599.0","19339"
"Nate Orf","Athletics","19","83","72","16","3","0","1","8","6","7","16","1","0",".216",".305",".315",".620",".278","999.0","15407"
"Sheldon Neuse","Athletics","42","179","164","37","7","1","4","18","17","13","55","1","0",".226",".285",".345",".630",".275","999.0","19635"
"Dee Gordon","","47","203","189","49","6","2","1","24","14","9","34","9","3",".260",".298",".328",".626",".275","598.6","8203"
"Harold Castro","Tigers","58","250","234","58","9","1","3","24","23","13","51","2","1",".248",".288",".339",".627",".274","600.8","14691"
"Sergio Alcantara","Tigers","8","35","31","7","1","0","0","3","3","3","7","0","0",".230",".295",".317",".613",".273","999.0","16417"
"Jorge Mateo","Padres","21","96","89","19","4","1","2","11","9","5","30","3","1",".216",".262",".348",".611",".263","597.5","17273"
"Ronald Torreyes","","18","81","76","18","3","0","1","8","7","3","11","0","0",".238",".272",".329",".601",".262","999.0","11400"
