"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Santiago Espinal","Blue Jays","15","63","58","14","3","0","1","7","6","4","12","1","0",".246",".298",".358",".656",".286","999.0","19997"
"Ehire Adrianza","","24","110","99","23","5","0","2","12","10","9","24","1","0",".235",".302",".349",".651",".286","597.8","8418"
"Jasrado Chisholm","Marlins","47","210","189","39","7","1","7","24","23","17","74","4","1",".207",".280",".377",".657",".285","999.0","20454"
"Kramer Robertson","","2","7","6","1","0","0","0","1","1","1","1","0","0",".226",".308",".329",".637",".285","999.0","sa857820"
"C.J. Chatham","Phillies","26","118","110","28","5","0","2","12","12","6","28","1","0",".255",".294",".362",".657",".284","999.0","sa873984"
"Cole Tucker","Pirates","78","346","314","73","15","2","6","37","31","26","81","8","2",".234",".296",".355",".650",".284","598.9","17326"
"Kevin Smith","","5","21","19","4","1","0","1","2","3","1","7","0","0",".215",".267",".397",".664",".284","999.0","sa915864"
"Donnie Walton","Mariners","6","27","25","6","1","0","0","3","2","2","5","0","0",".232",".304",".334",".638",".283","999.0","19314"
"Pat Valaika","Orioles","42","177","164","36","7","0","6","18","20","10","48","1","0",".221",".269",".391",".660",".283","494.1","14885"
"Nick Allen","Athletics","13","55","50","12","3","0","1","6","4","3","9","1","0",".242",".297",".349",".646",".282","999.0","sa3004723"
"Alex De Goti","","3","14","13","3","1","0","0","2","1","1","3","0","0",".228",".290",".353",".643",".282","999.0","sa919320"
"Erik Gonzalez","Pirates","105","468","434","104","22","2","9","49","43","24","120","8","3",".240",".283",".364",".647",".280","574.9","13369"
"Yu-Cheng Chang","Indians","6","28","25","5","1","0","1","3","3","2","8","0","0",".210",".284",".354",".638",".279","600.1","14773"
"Nate Orf","Athletics","19","83","72","16","3","0","1","8","6","7","16","1","0",".216",".305",".315",".620",".278","999.0","15407"
"Jose  Garcia","Reds","49","220","205","48","10","1","5","24","21","10","57","3","1",".233",".279",".359",".638",".277","999.0","23378"
"Jack Mayfield","Braves","11","51","48","10","2","0","1","5","6","3","12","0","0",".220",".270",".364",".634",".274","999.0","15402"
"Richie Martin Jr.","Orioles","24","102","93","21","4","1","2","11","7","6","26","2","1",".223",".284",".331",".615",".271","599.4","17736"
"Andrew Velazquez","","3","14","13","3","1","0","0","2","1","1","4","0","0",".216",".277",".334",".610",".268","999.0","14196"
"Ronald Torreyes","","18","81","76","18","3","0","1","8","7","3","11","0","0",".238",".272",".329",".601",".262","999.0","11400"
