"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Anthony Alford","Pirates","107","475","428","94","20","2","9","53","40","37","151","17","4",".219",".291",".340",".631",".278","583.0","14329"
"Dustin Fowler","Athletics","10","41","38","9","2","0","1","5","4","2","11","1","0",".227",".274",".369",".643",".277","999.0","17098"
"Garrett Stubbs","Astros","8","32","29","6","1","0","0","3","3","3","6","0","0",".220",".294",".332",".626",".277","999.0","18067"
"Lewis Brinson","Marlins","58","260","238","52","11","2","7","28","25","17","76","5","1",".217",".276",".360",".636",".276","583.0","14352"
"Ronnie Dawson","","10","42","38","8","2","0","1","5","4","3","14","1","0",".203",".280",".348",".628",".276","999.0","sa873674"
"Luis Alexander Basabe","Giants","3","15","13","3","1","0","0","2","1","1","5","0","0",".211",".287",".338",".625",".275","999.0","17839"
"Luis Barrera","Athletics","10","41","38","9","2","0","1","4","3","3","10","1","0",".233",".284",".346",".630",".275","999.0","sa736690"
"Jon Jay","","39","168","151","36","6","1","1","16","12","11","35","1","0",".241",".306",".306",".612",".275","999.0","5227"
"Harold Castro","Tigers","58","250","234","58","9","1","3","24","23","13","51","2","1",".248",".288",".339",".627",".274","600.8","14691"
"Braden Bishop","Mariners","18","75","68","15","3","0","1","7","6","6","19","1","0",".223",".292",".322",".614",".273","999.0","17806"
"Ian Miller","","3","15","13","3","1","0","0","2","1","1","3","1","0",".229",".291",".318",".608",".270","999.0","15156"
"Magneuris Sierra","Marlins","32","145","135","32","6","1","1","16","11","8","30","6","2",".240",".285",".329",".614",".269","599.0","17023"
"Derek Hill","Tigers","2","7","6","1","0","0","0","1","1","0","2","0","0",".214",".274",".342",".615",".269","999.0","16947"
"Andrew Velazquez","","3","14","13","3","1","0","0","2","1","1","4","0","0",".216",".277",".334",".610",".268","999.0","14196"
"Bubba Starling","","6","27","25","5","1","0","1","3","3","2","8","0","0",".217",".269",".341",".610",".266","999.0","13356"
"Monte Harrison","Marlins","23","101","92","19","4","0","3","11","9","7","40","4","1",".204",".270",".335",".605",".266","578.7","17216"
"Greg Deichmann","Athletics","6","28","25","5","1","0","1","3","3","2","9","0","0",".196",".267",".342",".609",".266","999.0","sa3004977"
"Adolis Garcia","Rangers","11","48","45","9","2","0","2","5","5","2","16","1","0",".206",".249",".366",".615",".264","999.0","19287"
"Jorge Mateo","Padres","21","96","89","19","4","1","2","11","9","5","30","3","1",".216",".262",".348",".611",".263","597.5","17273"
"Nick Heath","Royals","23","96","85","18","3","1","1","11","6","8","32","4","1",".212",".283",".306",".588",".263","999.0","19577"
"Seth Brown","Athletics","50","214","195","39","9","1","5","21","20","16","69","1","0",".201",".263",".339",".602",".262","999.0","18171"
"Corey Ray","Brewers","3","15","13","3","1","0","0","2","1","1","6","0","0",".193",".263",".336",".599",".262","999.0","sa738510"
"Skye Bolt","Athletics","2","7","6","1","0","0","0","1","1","1","2","0","0",".196",".270",".323",".593",".262","999.0","17723"
"Jose Siri","","13","56","52","11","2","0","2","6","6","3","21","1","0",".204",".257",".348",".605",".261","999.0","sa736940"
"Billy Hamilton","","36","154","139","30","5","1","1","19","8","13","38","11","3",".216",".285",".297",".582",".261","600.0","10199"
"Jarrod Dyson","","49","210","187","39","6","1","2","24","12","19","42","12","2",".211",".290",".287",".577",".260","999.0","4866"
