"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Jake Cronenworth","Padres","112","508","455","119","26","4","9","62","52","44","91","10","2",".261",".331",".395",".726",".317","177.1","18036"
"Asdrubal Cabrera","","84","364","320","78","16","1","12","43","43","34","77","1","0",".243",".320",".412",".732",".317","518.7","4962"
"Gavin Lux","Dodgers","112","513","463","117","24","3","15","67","58","45","120","8","2",".252",".320",".413",".733",".317","247.7","19955"
"Jonathan Schoop","","113","490","450","112","21","1","21","59","63","27","118","2","1",".248",".303",".436",".739",".316","420.4","11265"
"Enrique Hernandez","Red Sox","104","446","400","96","21","1","17","54","55","38","95","2","1",".240",".308",".430",".739",".315","442.6","10472"
"Kolten Wong","","126","546","474","119","21","3","11","68","48","51","89","15","5",".250",".338",".376",".714",".314","413.6","12532"
"Brendan Rodgers","Rockies","130","578","532","139","32","3","15","65","68","32","132","4","1",".261",".312",".417",".729",".313","497.8","17907"
"David Bote","Cubs","102","465","411","97","19","2","15","56","53","45","124","5","2",".237",".320",".402",".721",".313","502.8","14593"
"Christian Arroyo","Red Sox","65","279","254","65","14","1","8","34","31","19","62","2","1",".255",".313",".414",".727",".313","598.4","16434"
"Adam Frazier","Pirates","110","489","441","116","24","3","8","54","48","38","69","7","2",".262",".327",".387",".714",".311","485.5","15223"
"Josh VanMeter","Diamondbacks","45","204","183","44","11","1","6","26","23","19","45","4","1",".240",".312",".408",".720",".311","600.3","15170"
"Jurickson Profar","Padres","105","478","426","103","22","2","13","57","52","41","73","8","3",".242",".318",".392",".711",".310","233.9","10815"
"Luis Urias","Brewers","136","614","543","135","27","3","12","69","59","56","131","5","2",".248",".329",".374",".702",".309","408.9","16622"
"Andy Young","Diamondbacks","26","117","104","24","5","1","4","14","14","8","32","1","0",".231",".306",".405",".711",".308","999.0","19521"
"Michael Chavis","Red Sox","81","349","316","74","15","1","14","43","42","25","107","3","1",".234",".299",".419",".717",".308","413.5","17321"
"Donovan Solano","Giants","126","570","532","144","28","2","10","62","61","28","106","1","0",".271",".312",".390",".702",".305","484.2","8623"
"Domingo Leyba","","5","22","20","5","1","0","0","2","2","1","4","0","0",".253",".307",".393",".701",".303","999.0","16404"
"Jason Kipnis","","65","280","248","56","12","1","9","32","30","27","67","2","1",".225",".306",".390",".695",".302","999.0","9776"
"Nick Madrigal","White Sox","143","613","564","160","28","3","3","69","55","35","41","16","5",".283",".331",".360",".690",".302","194.7","20521"
"Daniel Robertson","Brewers","49","219","191","44","9","1","4","24","20","22","51","1","1",".231",".324",".349",".673",".301","999.0","14145"
"Niko Goodrum","Tigers","133","570","509","116","24","5","17","68","58","53","171","14","4",".227",".303",".392",".694",".301","412.0","12092"
"Alex Blandino","Reds","31","139","120","27","6","0","3","16","13","15","38","1","0",".222",".320",".355",".675",".301","999.0","16271"
"Andres Gimenez","Indians","107","456","416","105","21","4","9","56","43","25","99","18","4",".252",".308",".383",".691",".301","179.2","19950"
"Logan Forsythe","","39","168","145","32","7","0","4","19","16","19","46","1","0",".221",".320",".352",".672",".300","999.0","7185"
"Luis Rengifo","Angels","21","91","81","19","4","0","2","11","9","8","20","2","1",".236",".313",".368",".681",".299","999.0","19858"
"Ramon Urias","Orioles","10","41","36","8","2","0","1","4","4","3","10","0","0",".232",".307",".377",".684",".299","599.4","18795"
"Nico Hoerner","Cubs","121","554","507","132","25","4","7","62","51","36","90","10","3",".261",".315",".367",".682",".298","457.2","21479"
"Joe Panik","","49","210","187","45","9","1","4","22","20","20","30","1","1",".242",".318",".357",".675",".297","599.4","11936"
"Jace Peterson","","16","73","64","15","3","0","1","8","6","8","16","1","1",".229",".319",".351",".670",".297","999.0","12325"
"Brandon Drury","Mets","19","89","81","19","4","0","3","10","11","6","22","0","0",".232",".291",".398",".689",".297","999.0","11615"
"Jose Peraza","","29","133","123","32","5","1","3","16","13","6","20","3","1",".259",".303",".382",".685",".296","999.0","13593"
"Joey Wendle","Rays","96","411","375","94","21","3","7","46","39","25","80","10","3",".251",".307",".374",".681",".296","306.0","13853"
"Zach McKinstry","Dodgers","36","164","148","35","8","1","4","19","17","13","40","2","0",".234",".304",".373",".677",".296","999.0","19392"
"Josh Harrison","Nationals","50","230","209","52","10","1","5","26","24","13","43","3","1",".247",".303",".376",".679",".296","598.3","8202"
"Yolmer Sanchez","Orioles","71","299","270","66","13","2","6","33","26","23","64","4","2",".243",".308",".368",".675",".295","596.1","11602"
"Max Moroff","Cardinals","13","58","51","11","2","0","2","7","6","7","17","1","0",".209",".307",".362",".670",".295","999.0","14556"
"Neil Walker","","26","112","99","22","5","0","3","12","11","11","26","0","0",".227",".311",".358",".669",".295","999.0","7539"
"David Fletcher","Angels","151","651","593","159","30","3","2","71","52","48","66","8","3",".268",".325",".338",".662",".295","226.5","17992"
"Jonathan Villar","","96","413","369","86","14","1","10","54","36","38","112","21","7",".232",".307",".361",".668",".294","143.6","10071"
"Mauricio Dubon","Giants","113","512","475","120","22","3","11","59","51","29","96","11","3",".254",".300",".380",".680",".294","275.1","16530"
"Kyle Farmer","Reds","70","314","289","68","16","1","8","35","34","19","72","3","1",".237",".291",".387",".677",".292","999.0","14813"
"Franklin Barreto","Angels","32","140","128","28","6","1","5","17","15","10","47","2","1",".220",".283",".388",".671",".290","600.3","15519"
"Isan Diaz","Marlins","70","311","275","58","13","1","9","33","32","31","90","4","1",".212",".296",".367",".663",".290","598.2","17922"
"Greg Garcia","","24","105","90","20","3","0","1","11","7","12","26","1","0",".224",".326",".310",".636",".289","999.0","10951"
"Phil Gosselin","","63","273","247","58","12","1","6","29","26","22","66","1","0",".234",".299",".359",".658",".289","999.0","10953"
"Travis Blankenhorn","Twins","5","21","19","4","1","0","1","2","2","1","6","0","0",".224",".283",".386",".669",".288","999.0","18395"
"Hanser Alberto","","52","219","207","55","10","1","3","21","22","7","25","2","1",".266",".295",".371",".666",".288","529.7","11902"
"Max Schrock","Cubs","42","192","175","43","10","1","2","20","18","13","31","3","1",".247",".305",".352",".656",".288","999.0","17750"
"Luis Garcia","Nationals","78","355","335","88","16","2","5","39","36","16","65","5","1",".262",".297",".368",".665",".288","999.0","20391"
"Brock Holt","","57","245","215","50","9","1","3","26","20","25","53","2","1",".232",".318",".324",".642",".288","999.0","9345"
"Luis Guillorme","Mets","76","347","308","74","13","1","4","37","29","34","68","3","1",".239",".317",".327",".644",".288","600.7","16451"
"Tony Kemp","Athletics","94","400","354","83","15","2","5","44","30","36","62","9","3",".235",".311",".336",".647",".287","599.6","14894"
"Shed Long","Mariners","65","274","247","55","11","1","7","30","25","23","75","4","2",".223",".293",".359",".653",".286","589.3","16542"
"Breyvic Valera","Blue Jays","5","21","19","5","1","0","0","2","2","2","3","0","0",".241",".302",".346",".648",".284","999.0","12758"
"Jahmai Jones","Orioles","66","279","252","58","11","1","6","30","24","22","65","5","1",".229",".297",".351",".648",".284","999.0","18872"
"Eric Sogard","","53","231","204","47","9","1","3","24","19","23","39","2","1",".231",".311",".326",".636",".284","600.8","7927"
"Donnie Walton","Mariners","6","27","25","6","1","0","0","3","2","2","5","0","0",".231",".304",".334",".637",".283","999.0","19314"
"Ildemaro Vargas","Cubs","10","44","41","10","2","0","1","4","4","2","6","0","0",".252",".296",".351",".647",".283","999.0","13324"
"Pat Valaika","Orioles","42","177","164","36","7","1","6","18","19","10","48","1","0",".222",".270",".388",".658",".282","494.1","14885"
"Edmundo Sosa","Cardinals","44","197","183","44","9","1","4","20","20","9","44","2","1",".242",".286",".366",".652",".282","999.0","17022"
"Erik Gonzalez","Pirates","105","468","435","105","22","2","9","49","44","23","120","8","3",".240",".283",".366",".648",".281","574.9","13369"
"Jasrado Chisholm","Marlins","47","210","189","39","7","1","7","23","22","17","74","4","1",".206",".278",".367",".645",".281","999.0","20454"
"Danny Mendick","White Sox","24","104","95","22","4","0","2","11","10","8","22","1","1",".229",".292",".342",".634",".279","999.0","18889"
"Thairo Estrada","Yankees","18","78","72","17","3","0","2","8","7","4","18","1","0",".239",".287",".353",".640",".279","999.0","16426"
"Nicky Lopez","Royals","133","562","511","126","20","5","3","57","42","41","83","9","3",".247",".305",".322",".627",".279","599.0","19339"
"Tyler Wade","Yankees","23","99","89","20","4","1","2","11","8","8","25","3","1",".222",".293",".338",".631",".279","599.0","15730"
"Harold Castro","Tigers","58","250","234","59","9","2","4","24","23","13","51","2","1",".251",".290",".348",".638",".278","600.8","14691"
"Nate Orf","Athletics","19","83","72","16","3","0","1","8","6","7","16","1","0",".216",".305",".315",".620",".278","999.0","15407"
"Sheldon Neuse","Athletics","42","179","164","37","7","0","4","18","17","13","55","1","0",".225",".284",".344",".628",".275","999.0","19635"
"Sergio Alcantara","Tigers","8","35","31","7","1","0","0","3","3","3","7","0","0",".230",".295",".317",".612",".272","999.0","16417"
"Jorge Mateo","Padres","21","96","89","19","4","1","2","11","8","5","30","4","0",".215",".262",".348",".610",".263","597.5","17273"
"Ronald Torreyes","","18","81","76","18","3","0","1","8","7","3","11","0","0",".239",".273",".331",".604",".263","999.0","11400"
"Dee Gordon","","47","203","189","48","7","2","0","23","12","9","34","10","3",".252",".290",".305",".594",".263","598.6","8203"
