"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Cole Tucker","Pirates","78","346","314","74","15","2","7","37","32","26","81","8","2",".234",".296",".362",".658",".287","598.9","17326"
"Nick Gordon","Twins","3","14","13","3","1","0","0","2","1","1","3","0","0",".245",".296",".362",".659",".287","999.0","sa828662"
"Kyle Holder","Reds","62","278","255","61","12","1","6","30","27","18","51","2","1",".241",".295",".364",".659",".287","999.0","sa857840"
"Anderson Tejeda","Rangers","13","55","50","11","2","0","2","6","6","4","19","1","0",".221",".279",".387",".666",".287","554.5","19909"
"Kramer Robertson","","2","7","6","1","0","0","0","1","1","1","1","0","0",".226",".308",".329",".637",".285","999.0","sa857820"
"C.J. Chatham","Phillies","26","118","110","28","5","0","2","12","12","6","28","1","0",".255",".294",".362",".656",".284","999.0","sa873984"
"Kevin Smith","","5","21","19","4","1","0","1","3","3","1","7","0","0",".214",".267",".397",".664",".283","999.0","sa915864"
"Donnie Walton","Mariners","6","27","25","6","1","0","0","3","2","2","5","0","0",".231",".304",".334",".637",".283","999.0","19314"
"Pat Valaika","Orioles","42","177","164","36","7","1","6","18","19","10","48","1","0",".222",".270",".388",".658",".282","494.1","14885"
"Nick Allen","Athletics","13","55","50","12","3","0","1","6","4","4","9","1","0",".242",".297",".348",".645",".282","999.0","sa3004723"
"Alex De Goti","","3","14","13","3","1","0","0","1","1","1","3","0","0",".228",".290",".353",".643",".282","999.0","sa919320"
"Erik Gonzalez","Pirates","105","468","435","105","22","2","9","49","44","23","120","8","3",".240",".283",".366",".648",".281","574.9","13369"
"Jasrado Chisholm","Marlins","47","210","189","39","7","1","7","23","22","17","74","4","1",".206",".278",".367",".645",".281","999.0","20454"
"Yu-Cheng Chang","Indians","6","28","25","5","1","0","1","3","3","2","8","0","0",".211",".285",".353",".638",".279","600.1","14773"
"Nate Orf","Athletics","19","83","72","16","3","0","1","8","6","7","16","1","0",".216",".305",".315",".620",".278","999.0","15407"
"Jose  Garcia","Reds","49","220","204","48","11","1","5","24","21","10","57","3","1",".233",".279",".357",".635",".276","999.0","23378"
"Jack Mayfield","Braves","11","51","48","10","2","0","1","5","6","3","12","0","0",".221",".270",".365",".634",".274","999.0","15402"
"Richie Martin Jr.","Orioles","24","102","93","21","4","1","2","11","8","6","26","2","1",".225",".286",".336",".623",".273","599.4","17736"
"Andrew Velazquez","","3","14","13","3","1","0","0","2","1","1","4","0","0",".216",".277",".336",".612",".269","999.0","14196"
"Ronald Torreyes","","18","81","76","18","3","0","1","8","7","3","11","0","0",".239",".273",".331",".604",".263","999.0","11400"
