"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Luis Guillorme","Mets","76","329","288","72","14","1","4","34","28","34","60","2","4","2",".250",".332",".344",".676",".298","0.2","-0.2","0.4","600.7","16451"
"Vimael Machin","Athletics","52","224","197","48","10","1","3","24","18","23","38","2","2","1",".242",".323",".346",".669",".290","-0.6","-0.1","0.4","999.0","17684"
"Todd Frazier","","92","399","352","80","15","1","15","45","51","35","93","8","3","2",".226",".308",".401",".709",".303","-0.4","-1.0","0.4","600.6","785"
"Jake Lamb","","89","385","331","72","16","2","14","45","50","44","101","5","3","2",".217",".317",".403",".720",".308","-3.1","0.0","0.4","596.5","13329"
"Jedd Gyorko","","53","231","203","49","8","1","10","28","31","24","57","2","1","0",".243",".324",".440",".764",".323","0.7","-0.3","0.3","590.4","10816"
"Edwin Rios","Dodgers","105","455","414","93","20","1","23","55","71","29","162","6","1","1",".224",".282",".446",".728",".302","-3.2","-0.6","0.3","335.2","18316"
"Phillip Evans","Pirates","87","378","339","87","17","1","9","42","40","31","68","5","3","2",".256",".325",".398",".723",".311","0.4","-0.9","0.3","999.0","12950"
"Matt Carpenter","Cardinals","55","238","199","44","10","0","8","30","26","33","64","4","1","1",".220",".339",".396",".735",".317","-0.8","-0.5","0.3","557.6","8090"
"Taylor Ward","Angels","45","196","172","41","8","1","6","24","21","20","52","2","3","1",".237",".321",".400",".721",".310","-0.8","0.1","0.2","600.9","17548"
"Daniel Robertson","Brewers","49","210","181","43","8","1","4","23","19","23","50","5","2","1",".235",".334",".349",".683",".302","0.3","-0.3","0.2","999.0","14145"
"Isiah Kiner-Falefa","Rangers","141","609","554","143","25","5","7","64","49","40","100","9","15","6",".257",".315",".360",".675",".293","-4.1","0.3","0.1","293.7","16512"
"Johan Camargo","Braves","44","189","172","43","10","0","6","22","24","13","43","2","1","0",".251",".309",".422",".731",".308","0.2","-0.1","0.1","594.5","14950"
"Greg Garcia","","24","105","89","21","4","1","1","11","9","13","24","1","1","0",".232",".333",".327",".660",".294","-0.1","0.0","0.1","999.0","10951"
"Wyatt Mathisen","Diamondbacks","32","140","121","28","5","0","5","17","17","13","40","4","1","0",".228",".321",".403",".724",".311","0.3","-0.1","0.1","999.0","14555"
"Abraham Toro","Astros","18","77","69","16","3","0","2","9","9","6","16","2","1","0",".236",".311",".402",".713",".305","0.1","-0.1","0.1","598.6","19844"
"Andy Young","Diamondbacks","26","112","99","23","4","1","4","13","13","8","30","4","1","0",".230",".308",".410",".718",".307","-0.2","-0.1","0.1","999.0","19521"
"Colin Moran","Pirates","141","609","550","143","29","2","21","69","78","48","140","5","1","2",".261",".323",".434",".757",".319","-3.0","-2.1","0.1","426.1","16909"
"Miguel Andujar","Yankees","10","42","39","11","2","0","2","5","6","2","7","0","0","0",".268",".307",".458",".765",".319","-0.3","0.0","0.0","516.0","15878"
"Matt Duffy","Cubs","24","105","94","25","4","0","2","11","10","9","17","1","1","1",".264",".333",".367",".700",".305","-0.4","-0.2","0.0","999.0","13836"
"Zach Green","","10","42","38","8","2","0","2","5","6","3","16","1","0","0",".212",".285",".420",".705",".296","0.0","0.0","0.0","999.0","14973"
"Kelvin Gutierrez","Royals","6","28","25","6","1","0","1","3","3","2","7","0","1","0",".236",".297",".349",".646",".280","0.1","0.0","0.0","999.0","17468"
"Yu-Cheng Chang","Indians","6","28","25","5","1","0","1","3","3","2","8","0","0","0",".216",".288",".359",".647",".278","0.1","0.0","0.0","600.1","14773"
"Matt Thaiss","Angels","19","84","75","17","3","0","3","10","9","8","20","0","1","0",".229",".306",".387",".693",".297","-0.2","-0.1","0.0","999.0","19318"
"Sergio Alcantara","Tigers","8","35","32","7","1","0","0","3","3","3","7","0","1","0",".234",".298",".318",".616",".270","0.0","0.0","0.0","999.0","16417"
"Alex Blandino","Reds","31","133","113","23","5","0","3","14","11","15","39","3","1","1",".206",".317",".326",".643",".287","-0.8","-0.3","-0.1","999.0","16271"
"Ronald Torreyes","","18","77","73","18","3","0","1","8","7","3","10","1","1","0",".252",".282",".363",".645",".275","0.0","0.0","-0.1","999.0","11400"
"Sherten Apostel","Rangers","10","42","38","8","2","0","1","4","4","3","13","0","0","0",".216",".282",".372",".654",".280","0.1","0.0","-0.1","999.0","21794"
"Ehire Adrianza","","24","105","94","23","5","1","2","12","9","9","22","1","1","1",".241",".310",".360",".670",".289","-0.4","-0.1","-0.1","597.8","8418"
"Pablo Sandoval","","18","77","70","17","3","0","3","8","11","5","17","1","0","0",".242",".298",".410",".708",".299","-0.1","-0.1","-0.1","999.0","5409"
"Brandon Drury","Mets","19","84","77","17","4","0","2","8","8","6","22","1","0","0",".216",".275",".358",".633",".270","-0.1","0.0","-0.2","999.0","11615"
"Kyle Farmer","Reds","70","300","276","66","14","1","7","29","30","18","68","4","3","1",".238",".293",".367",".660",".282","-1.2","-0.2","-0.2","999.0","14813"
