"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Josh Palacios","Blue Jays","34","141","128","30","6","1","3","16","13","12","37","3","1",".236",".304",".358",".661",".291","999.0","sa829562"
"Sam Haggerty","Mariners","14","54","48","11","2","0","1","6","4","6","17","3","1",".221",".305",".351",".655",".290","599.7","18054"
"Stuart Fairchild","Diamondbacks","8","35","31","7","2","0","1","4","3","3","8","0","0",".232",".305",".353",".658",".290","999.0","sa829822"
"Bradley Zimmer","Indians","97","345","304","67","14","1","9","37","33","31","115","12","3",".219",".305",".363",".669",".290","591.2","16221"
"Luke Raley","Dodgers","8","33","30","7","1","0","1","4","4","2","10","0","0",".222",".287",".379",".666",".289","999.0","sa918048"
"Steven Duggar","Giants","35","130","117","27","6","1","2","14","12","11","37","2","1",".234",".302",".355",".657",".289","999.0","17719"
"Daz Cameron","Tigers","58","236","214","48","10","2","5","25","21","19","68","5","2",".226",".295",".362",".657",".288","597.9","18353"
"Greg Allen","Yankees","16","59","53","12","2","0","1","7","6","4","14","3","1",".230",".299",".358",".657",".288","999.0","16623"
"DJ Peters","Dodgers","14","59","53","11","2","0","2","7","7","5","22","0","0",".204",".286",".372",".658",".287","999.0","sa829712"
"Jake Marisnick","","62","207","190","42","9","1","7","27","23","12","65","3","2",".223",".282",".391",".673",".287","999.0","11339"
"Taylor Trammell","Mariners","40","168","148","32","6","1","4","18","14","17","45","5","1",".216",".302",".344",".647",".287","999.0","sa917943"
"Cole Tucker","Pirates","76","303","276","65","13","3","5","34","27","22","70","5","2",".237",".296",".359",".656",".287","598.9","17326"
"Michael A. Taylor","Royals","91","328","300","69","16","2","9","37","36","23","96","7","3",".230",".289",".385",".674",".287","548.1","11489"
"Jason Martin","","16","50","46","11","2","1","1","6","5","4","13","1","1",".232",".290",".369",".658",".286","999.0","16429"
"Chris Owings","","34","124","114","26","5","1","4","14","13","8","38","3","1",".224",".281",".380",".660",".286","999.0","10030"
"Dustin Fowler","Athletics","8","33","31","7","2","0","1","4","3","2","8","1","0",".241",".278",".388",".665",".285","999.0","17098"
"Anthony Alford","Pirates","112","381","347","78","16","2","8","44","36","29","119","21","5",".224",".293",".355",".648",".285","583.0","14329"
"Mallex Smith","","25","104","94","22","4","1","1","12","7","8","24","6","2",".236",".302",".340",".642",".284","599.1","13608"
"Delino DeShields","","76","287","253","59","10","2","3","32","20","26","71","11","4",".233",".309",".324",".634",".284","599.5","11379"
"Harold Castro","Tigers","69","262","247","64","10","1","3","25","24","12","55","2","1",".261",".298",".349",".647",".283","600.8","14691"
"Marcus Wilson","Red Sox","14","59","53","12","3","0","2","7","6","5","20","1","0",".220",".285",".364",".649",".283","999.0","sa828703"
"Brandon Drury","Mets","14","55","50","11","2","0","2","5","6","4","13","0","0",".228",".283",".376",".659",".281","999.0","11615"
"Luis Alexander Basabe","Giants","6","23","21","5","1","0","0","3","2","2","7","1","0",".229",".303",".329",".632",".281","999.0","17839"
"Estevan Florial","Yankees","12","46","42","9","2","0","1","6","5","3","18","1","0",".221",".281",".366",".647",".281","999.0","19151"
"Roman Quinn","Phillies","88","319","291","66","11","3","6","39","27","22","96","24","4",".226",".288",".353",".640",".281","516.2","13546"
"Micker Adolfo","White Sox","17","71","64","13","3","0","2","8","8","6","26","1","0",".208",".283",".355",".638",".280","999.0","sa830303"
"Luis Barrera","Athletics","9","37","35","9","2","1","0","4","3","2","8","1","1",".244",".283",".364",".647",".279","999.0","sa736690"
"Scott Schebler","","13","45","41","9","2","0","1","5","5","3","11","0","0",".216",".285",".370",".655",".279","999.0","12225"
"Charlie Culberson","","23","60","55","13","2","0","2","6","6","3","18","0","0",".230",".278",".363",".641",".278","999.0","3298"
"Magneuris Sierra","Marlins","38","143","131","33","5","1","1","16","11","8","28","7","2",".249",".293",".342",".635",".278","599.0","17023"
"Michael Hermosillo","","25","84","74","15","3","1","2","9","8","6","26","4","1",".207",".281",".356",".637",".278","999.0","16285"
"Seth Brown","Athletics","53","157","145","31","7","1","5","17","17","11","50","1","0",".216",".274",".366",".640",".278","999.0","18171"
"Eli White","Rangers","47","179","162","37","8","1","3","19","16","13","52","4","2",".226",".288",".344",".633",".278","999.0","19346"
"Hernan Perez","Cubs","11","36","34","8","2","0","1","4","4","2","9","1","0",".242",".282",".379",".661",".278","999.0","5751"
"Lewis Brinson","Marlins","79","284","260","57","12","2","8","31","30","18","82","7","2",".219",".276",".365",".641",".277","583.0","14352"
"Monte Harrison","Marlins","25","86","78","16","3","0","2","10","8","7","34","5","1",".208",".279",".350",".629",".277","578.7","17216"
"Guillermo Heredia","Mets","38","136","122","27","5","0","3","15","13","10","36","2","1",".223",".293",".351",".643",".276","999.0","18721"
"Bubba Starling","","15","52","49","11","2","0","1","5","5","3","15","0","0",".227",".275",".362",".637",".276","999.0","13356"
"Brett Phillips","Rays","24","83","73","14","3","1","3","10","9","9","28","4","0",".194",".283",".361",".645",".276","999.0","14735"
"Braden Bishop","Mariners","25","96","86","19","4","0","2","10","9","7","25","2","1",".220",".286",".338",".624",".276","999.0","17806"
"Adolis Garcia","Rangers","20","64","60","13","3","0","2","7","7","3","23","1","1",".211",".257",".383",".640",".275","999.0","19287"
"Akil Baddoo","Tigers","12","52","47","9","2","0","1","6","5","4","15","1","0",".204",".278",".349",".626",".274","999.0","sa917953"
"Garrett Stubbs","Astros","76","196","172","38","8","1","4","20","17","15","35","3","1",".218",".282",".338",".620",".271","999.0","18067"
"Ian Miller","","10","37","34","8","1","0","0","4","3","3","8","2","0",".236",".294",".317",".610",".271","999.0","15156"
"JJ Bleday","","38","162","148","32","6","0","4","16","17","11","37","1","1",".219",".278",".343",".620",".271","999.0","sa3011642"
"Ronnie Dawson","","64","274","246","50","11","1","8","31","28","22","90","7","3",".201",".274",".343",".617",".271","999.0","sa873674"
"Sean Rodriguez","","13","43","38","8","1","0","1","5","4","3","17","0","0",".198",".278",".355",".633",".270","999.0","6589"
"Jorge Mateo","Padres","43","137","126","28","6","2","3","15","13","7","42","5","1",".222",".265",".360",".626",".270","597.5","17273"
"Jon Jay","","44","172","156","39","7","1","1","17","13","8","34","1","0",".252",".301",".324",".625",".269","999.0","5227"
"Nick Heath","Royals","42","118","104","22","4","1","1","13","9","10","39","10","2",".215",".293",".303",".595",".268","999.0","19577"
"Jarrod Dyson","","48","173","154","34","5","1","2","21","12","16","31","12","2",".219",".297",".308",".606",".268","999.0","4866"
"Andrew Velazquez","","15","49","44","10","2","0","0","6","4","4","15","2","0",".225",".285",".294",".579",".260","999.0","14196"
"Billy Hamilton","","36","115","102","22","4","1","1","14","7","9","27","12","2",".220",".282",".299",".582",".259","600.0","10199"
"Derek Hill","Tigers","10","23","21","4","1","0","0","3","2","1","8","0","0",".204",".257",".315",".572",".252","999.0","16947"
