"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Matt Carpenter","Cardinals","116","472","398","89","21","1","16","60","56","63","126","2","1",".223",".338",".406",".744",".323","557.6","8090"
"Miguel Cabrera","Tigers","123","517","461","121","19","1","17","54","67","49","107","1","0",".263",".336",".416",".752",".322","507.9","1744"
"Pavin Smith","Diamondbacks","50","209","185","49","10","1","5","24","23","20","32","2","0",".263",".332",".413",".745",".322","593.8","19892"
"Eric Hosmer","Padres","142","612","560","147","24","2","24","76","88","45","131","7","2",".263",".319",".438",".757",".322","135.8","3516"
"Ryan Zimmerman","Nationals","45","187","169","42","9","1","7","22","25","16","39","1","0",".249",".315",".433",".748",".321","999.0","4220"
"Edwin Rios","Dodgers","109","401","366","86","19","1","21","52","61","28","127","1","1",".235",".296",".461",".757",".321","335.2","18316"
"Ryan O'Hearn","Royals","57","223","196","45","10","1","9","23","29","24","60","0","0",".228",".313",".431",".745",".320","598.2","16442"
"Ryan McBroom","Royals","43","156","142","36","7","0","6","18","19","11","46","0","0",".252",".313",".427",".741",".319","597.6","16524"
"Tyler White","Blue Jays","13","51","45","11","2","0","2","6","6","5","12","0","0",".236",".326",".403",".729",".318","999.0","15564"
"Bobby Bradley","Indians","24","98","88","20","4","0","5","12","14","8","34","0","0",".225",".298",".449",".747",".318","600.8","17278"
"Jake Bauers","Indians","84","351","305","72","17","1","11","41","40","39","88","6","3",".236",".326",".404",".729",".318","577.5","15194"
"Ian Desmond","Rockies","97","394","359","90","17","3","13","51","48","29","98","5","3",".251",".312",".425",".736",".317","557.2","6885"
"Yuli Gurriel","Astros","136","573","529","141","31","2","17","68","73","31","68","2","2",".267",".310",".430",".740",".316","299.6","19198"
"Logan Morrison","","33","123","109","25","5","0","6","15","17","12","30","0","0",".225",".311",".434",".745",".315","999.0","9205"
"John Nogowski","Cardinals","5","21","19","5","1","0","0","2","2","2","3","0","0",".251",".337",".374",".711",".314","999.0","16852"
"Jose Martinez","Mets","30","111","100","25","5","0","3","13","13","10","26","0","0",".253",".323",".400",".723",".312","999.0","7996"
"Edwin Encarnacion","","101","428","374","80","14","0","21","55","61","45","112","0","0",".215",".306",".425",".732",".312","591.3","2151"
"Matt Beaty","Dodgers","45","170","157","40","9","1","5","21","21","11","31","1","1",".254",".311",".410",".721",".312","999.0","17710"
"Michael Chavis","Red Sox","101","406","370","88","16","2","17","49","53","28","125","5","1",".237",".298",".426",".724",".310","413.5","17321"
"Victor Caratini","Padres","76","271","241","60","12","1","7","28","31","24","60","0","1",".248",".324",".384",".708",".310","474.8","14968"
"Ronald Guzman","Rangers","55","207","185","43","8","1","7","24","24","18","58","1","0",".233",".308",".402",".710",".308","598.1","14388"
"Matt Adams","","25","90","83","19","4","0","5","11","14","6","28","0","0",".223",".282",".441",".723",".307","999.0","9393"
"Daniel Murphy","","83","323","298","78","17","1","9","35","41","21","51","0","0",".262",".311",".418",".730",".307","599.5","4316"
"Marwin Gonzalez","","105","423","380","93","17","1","13","45","49","34","91","1","1",".245",".313",".396",".709",".305","487.3","5497"
"Evan White","Mariners","136","554","503","116","21","2","22","64","70","44","177","3","2",".231",".296",".412",".708",".305","407.6","20078"
"Pablo Sandoval","","36","127","115","28","5","0","5","14","16","9","29","0","0",".239",".298",".409",".708",".305","999.0","5409"
"Josh Fuentes","Rockies","116","470","442","112","25","3","12","54","56","20","126","4","1",".255",".290",".407",".698",".299","490.6","16885"
"Taylor Jones","Astros","22","90","80","18","4","0","3","10","10","8","25","0","0",".226",".301",".378",".679",".297","999.0","19533"
"Lewin Diaz","Marlins","26","103","96","23","5","0","4","11","13","6","24","0","0",".236",".285",".407",".692",".296","999.0","18365"
"Neil Walker","","23","86","76","18","3","0","2","9","9","8","20","0","0",".232",".310",".369",".679",".291","999.0","7539"
"Jake Noll","Nationals","30","113","106","26","5","0","3","12","12","5","24","0","0",".248",".289",".373",".662",".287","999.0","19703"
"Will Craig","Pirates","11","39","35","8","2","0","1","4","4","3","11","0","0",".221",".289",".365",".654",".286","999.0","19267"
"Albert Pujols","Angels","91","388","360","84","15","0","14","40","53","23","58","1","0",".233",".281",".392",".674",".285","582.6","1177"
"Sherten Apostel","Rangers","18","69","63","14","2","0","2","8","8","6","22","0","0",".222",".288",".358",".646",".283","999.0","21794"
"Aramis Garcia","Rangers","36","141","130","27","6","0","5","15","16","10","50","0","0",".212",".272",".364",".637",".277","999.0","16925"
"Chris Davis","Orioles","34","136","121","22","4","0","4","12","14","13","49","0","0",".182",".266",".326",".591",".254","600.8","9272"
